5000,AMER-2022-129238,1/31/2022,20220131,Angela Churchill,United States,New York City,AMER,NAMER,AnyCompany Petro Worldwide,1093,Energy,SMB,Support,MQY56S68U6,56.7,5,0,27.783
5001,AMER-2023-159688,5/8/2023,20230508,Anna Bower,United States,New York City,AMER,NAMER,Example Corp Fabrication,1030,Manufacturing,Enterprise,Data Smasher,7LSKEB12G6,79.99,1,0,28.7964
5002,EMEA-2022-136126,5/25/2022,20220525,Kevin Rampling,Spain,Granada,EMEA,EU-WEST,AnyCompany Tobacco,1075,Consumer Products,Enterprise,Support,CEHA4HIQT5,69.5,5,0,20.155
5003,EMEA-2022-136126,5/25/2022,20220525,Kevin Rampling,Spain,Granada,EMEA,EU-WEST,AnyCompany Tobacco,1075,Consumer Products,Enterprise,Support,YJI89NCCNI,191.6,4,0,91.968
5004,AMER-2022-155033,10/8/2022,20221008,Samantha Walker,United States,New York City,AMER,NAMER,AnyCompany Money Group,1065,Finance,SMB,Support,E6763IG4JR,10.56,2,0,5.0688
5005,EMEA-2020-156006,4/30/2020,20200430,Ava Oliver,Ukraine,Kyiv,EMEA,EU-EAST,Example Corp Beverages,1084,Consumer Products,SMB,Data Smasher,VWWENTQVHA,47.79,3,0,16.2486
5006,APJ-2021-158659,11/10/2021,20211110,Kevin Mitchell,India,Hyderabad,APJ,IND,AnyCompany Bank,1035,Finance,SMB,Marketing Suite - Gold,UCI0P7Y545,714.3,5,0,207.147
5007,EMEA-2021-169796,11/9/2021,20211109,Sally Nolan,United Kingdom,London,EMEA,UKIR,Example Corp Oil,1044,Energy,SMB,Big Ol Database,CYSSB28L2J,2321.9,2,0,1114.512
5008,EMEA-2021-169796,11/9/2021,20211109,Sally Nolan,United Kingdom,London,EMEA,UKIR,Example Corp Oil,1044,Energy,SMB,Marketing Suite - Gold,8WBIK5E6VK,17.94,3,0,3.0498
5009,EMEA-2021-102876,9/7/2021,20210907,Gavin Nash,France,Paris,EMEA,EU-WEST,Example Corp Software,1072,Tech,SMB,ContactMatcher,9F372VVGIP,9.522,1,0.7,-6.9828
5010,EMEA-2021-102876,9/7/2021,20210907,Gavin Nash,France,Paris,EMEA,EU-WEST,Example Corp Software,1072,Tech,SMB,Site Analytics,MWUNLR4QNQ,791.964,6,0.4,-131.994
5011,EMEA-2021-102876,9/7/2021,20210907,Gavin Nash,France,Paris,EMEA,EU-WEST,Example Corp Software,1072,Tech,SMB,ContactMatcher,ZMDKFPORWE,4.923,3,0.7,-3.9384
5012,AMER-2023-139647,5/12/2023,20230512,Olivia Graham,Chile,Santiago,AMER,LATAM,AnyCompany Oil,1056,Energy,Strategic,Marketing Suite,TGVSRLD04J,209.979,7,0.7,-356.9643
5013,AMER-2023-160465,7/22/2023,20230722,Jacob Paterson,Mexico,Tijuana,AMER,LATAM,AnyCompany Engineering,1087,Manufacturing,SMB,ContactMatcher,W37FXQKPCQ,33.93,3,0.7,-22.62
5014,AMER-2023-160465,7/22/2023,20230722,Jacob Paterson,Mexico,Tijuana,AMER,LATAM,AnyCompany Engineering,1087,Manufacturing,SMB,Marketing Suite - Gold,WUAU9281SB,222.32,7,0.2,25.011
5015,AMER-2023-160465,7/22/2023,20230722,Jacob Paterson,Mexico,Tijuana,AMER,LATAM,AnyCompany Engineering,1087,Manufacturing,SMB,Site Analytics,RRJ9TVPKFR,210.564,6,0.4,-52.641
5016,AMER-2020-153850,11/24/2020,20201124,Boris Walsh,Mexico,Cancun,AMER,LATAM,AnyCompany Life Sciences,1007,Healthcare,SMB,SaaS Connector Pack,MJU1ZXH648,35.168,7,0.2,9.6712
5017,AMER-2020-153850,11/24/2020,20201124,Boris Walsh,Mexico,Cancun,AMER,LATAM,AnyCompany Life Sciences,1007,Healthcare,SMB,Site Analytics,1WM7K4W7HO,1502.376,4,0.4,-250.396
5018,AMER-2020-127558,11/15/2020,20201115,Kylie Lee,United States,New York City,AMER,NAMER,Example Corp Petro Worldwide,1062,Energy,Enterprise,SaaS Connector Pack,UZ42G0GAM7,10.11,3,0,3.2352
5019,AMER-2020-127558,11/15/2020,20201115,Kylie Lee,United States,New York City,AMER,NAMER,Example Corp Petro Worldwide,1062,Energy,Enterprise,Data Smasher,SS2FC9NZB0,772.47,3,0,146.7693
5020,AMER-2020-127558,11/15/2020,20201115,Kylie Lee,United States,New York City,AMER,NAMER,Example Corp Petro Worldwide,1062,Energy,Enterprise,Support,4JFL74D43M,20.46,2,0,5.3196
5021,EMEA-2023-136511,3/24/2023,20230324,Jonathan Clark,United Kingdom,London,EMEA,UKIR,AnyCompany Insurance,1003,Finance,Strategic,Support,BZDJJJ48FA,347.58,3,0,17.379
5022,AMER-2022-133795,12/19/2022,20221219,Stewart Hart,United States,Seattle,AMER,NAMER,AnyCompany Consumer Products,1089,Consumer Products,Strategic,Data Smasher,1EM3RG6QAU,72.64,2,0,21.792
5023,AMER-2022-133795,12/19/2022,20221219,Stewart Hart,United States,Seattle,AMER,NAMER,AnyCompany Consumer Products,1089,Consumer Products,Strategic,Data Smasher,P7UYB0364L,772.47,3,0,146.7693
5024,AMER-2022-133795,12/19/2022,20221219,Stewart Hart,United States,Seattle,AMER,NAMER,AnyCompany Consumer Products,1089,Consumer Products,Strategic,SaaS Connector Pack,IM5EPQNWBE,39.92,4,0,11.1776
5025,APJ-2023-130953,7/30/2023,20230730,Michael King,Singapore,Singapore,APJ,APAC,Example Corp Logistics,1036,Transportation,Enterprise,ContactMatcher,1C4ZJ5YAUY,33.48,2,0,16.4052
5026,APJ-2023-130953,7/30/2023,20230730,Michael King,Singapore,Singapore,APJ,APAC,Example Corp Logistics,1036,Transportation,Enterprise,Site Analytics,FM1DFYHR85,461.97,3,0,133.9713
5027,APJ-2023-130953,7/30/2023,20230730,Michael King,Singapore,Singapore,APJ,APAC,Example Corp Logistics,1036,Transportation,Enterprise,OneView,CT3BPN9Z2U,137.62,2,0,60.5528
5028,APJ-2023-130953,7/30/2023,20230730,Michael King,Singapore,Singapore,APJ,APAC,Example Corp Logistics,1036,Transportation,Enterprise,FinanceHub,PTPXSIDF0A,302.67,3,0,72.6408
5029,APJ-2020-151792,9/2/2020,20200902,Jennifer Bailey,Australia,Sydney,APJ,ANZ,AnyCompany Electronics,1019,Tech,SMB,Data Smasher,6QULQ50JHD,239.976,3,0.2,53.9946
5030,AMER-2023-139304,1/30/2023,20230130,Dominic Lawrence,United States,Los Angeles,AMER,NAMER,Example Corp Utilities,1024,Energy,SMB,ChatBot Plugin,X14FBOD7E2,8.34,3,0,2.1684
5031,AMER-2023-139304,1/30/2023,20230130,Dominic Lawrence,United States,Los Angeles,AMER,NAMER,Example Corp Utilities,1024,Energy,SMB,Support,IJ4R2PW7U5,8.57,1,0,2.2282
5032,AMER-2023-139304,1/30/2023,20230130,Dominic Lawrence,United States,Los Angeles,AMER,NAMER,Example Corp Utilities,1024,Energy,SMB,ContactMatcher,3I8O5EX5HB,119.616,8,0.2,40.3704
5033,AMER-2022-155166,12/27/2022,20221227,Chloe Underwood,Argentina,Buenos Aires,AMER,LATAM,Example Corp Insurance,1005,Finance,SMB,FinanceHub,584T84MAO2,212.94,3,0,25.5528
5034,AMER-2022-155166,12/27/2022,20221227,Chloe Underwood,Argentina,Buenos Aires,AMER,LATAM,Example Corp Insurance,1005,Finance,SMB,OneView,I1FLO60MG6,26.49,1,0,7.4172
5035,EMEA-2021-103954,8/9/2021,20210809,Boris Baker,Italy,Milan,EMEA,EU,AnyCompany Oil,1056,Energy,Strategic,Marketing Suite,UJI57QCB95,687.4,5,0,48.118
5036,AMER-2020-169803,4/6/2020,20200406,Emma Stewart,Canada,Toronto,AMER,NAMER,AnyCompany Petroleum,1061,Energy,SMB,ContactMatcher,JVXZK88I1J,653.55,3,0,111.1035
5037,AMER-2020-169803,4/6/2020,20200406,Emma Stewart,Canada,Toronto,AMER,NAMER,AnyCompany Petroleum,1061,Energy,SMB,Data Smasher,XBOEQ4X3LM,33.9,2,0,2.034
5038,APJ-2023-141719,11/18/2023,20231118,Benjamin Fisher,Australia,Wollongong,APJ,ANZ,AnyCompany Energy,1017,Energy,Enterprise,Data Smasher,J7K3ZY3A9S,239.96,5,0.2,83.986
5039,APJ-2021-136469,7/11/2021,20210711,Olivia Graham,Philippines,Manila,APJ,APAC,AnyCompany Oil,1056,Energy,Strategic,ContactMatcher,8YWPBB038I,199.836,4,0.3,-37.1124
5040,APJ-2021-136469,7/11/2021,20210711,Olivia Graham,Philippines,Manila,APJ,APAC,AnyCompany Oil,1056,Energy,Strategic,Site Analytics,3TH0ZYJYUM,716,2,0,193.32
5041,APJ-2021-136469,7/11/2021,20210711,Olivia Graham,Philippines,Manila,APJ,APAC,AnyCompany Oil,1056,Energy,Strategic,ContactMatcher,2YWID4OIOC,221.06,7,0,103.8982
5042,AMER-2022-158694,11/11/2022,20221111,Emma Greene,United States,New York City,AMER,NAMER,Example Corp Logistics,1036,Transportation,Enterprise,Support,1WLRN55L24,67.71,3,0,32.5008
5043,AMER-2022-158694,11/11/2022,20221111,Emma Greene,United States,New York City,AMER,NAMER,Example Corp Logistics,1036,Transportation,Enterprise,OneView,BJ6KCHO2NO,129.92,4,0,38.976
5044,AMER-2022-158694,11/11/2022,20221111,Emma Greene,United States,New York City,AMER,NAMER,Example Corp Logistics,1036,Transportation,Enterprise,SaaS Connector Pack,XNWED3Z6EM,467.46,9,0,191.6586
5045,AMER-2022-158694,11/11/2022,20221111,Emma Greene,United States,New York City,AMER,NAMER,Example Corp Logistics,1036,Transportation,Enterprise,Support,C5S6T8Y5H2,61.4,5,0,28.858
5046,AMER-2022-158694,11/11/2022,20221111,Emma Greene,United States,New York City,AMER,NAMER,Example Corp Logistics,1036,Transportation,Enterprise,Marketing Suite - Gold,NWDR1G1XFR,720.76,4,0,187.3976
5047,AMER-2022-158694,11/11/2022,20221111,Emma Greene,United States,New York City,AMER,NAMER,Example Corp Logistics,1036,Transportation,Enterprise,ContactMatcher,8RM1BIAS2D,5.184,3,0.2,1.8144
